Customer Code,Company Name,Ship to Name,Physical Address Line 1,City,State,Zip,Area Code,Phone Exchange,Physical Phone,EMAIL_ADDRESS,EMAIL_ADDRESS_2,Profile Desc,Dist,Account,Display,Date,EndDate,CRM ,,Website,Lat ,Long
LICAPA,LIBERTY CARPET INC,,,,,,,,,libertycarpet@echoes.net,,LEXMARK NEW LIVING DISPLA,131263,601299,RES30PINLIVDISP,20210401,99991231,,,,,
DECAHA,DECORATOR CARPETS INC,,,,,,,,,decoratorcarpets@yahoo.com,decoratorcarpets@verizon.net,TARKETT 22 PIN DISPLAY,131263,627488,RES22PINLTDISP,20210401,99991231,,,,,
DECAHA,DECORATOR CARPETS INC,DECORATOR CARPETS IN,5961 CAMP RD,HAMBURG,NY,140754425,716,662,0919,decoratorcarpets@yahoo.com,decoratorcarpets@verizon.net,TARKETT NEW INTRO DISPLAY,131263,627488,RESBDISP2020ADT,20210401,99991231,,,,,
SHSACA,CARPET'S PLUS,,,,,,,,,shopcarpetsplus@aol.com,,TARKETT 22 PIN DISPLAY,131263,607540,RES22PINLTDISP,20210401,99991231,,,,,
WITRFL,WINE TRAIL FLOORING,,,,,,,,,winetrailflooring@protonmail.com,,TARKETT 22 PIN DISPLAY,131263,647088,RES22PINLTDISP,20210401,99991231,,,,,
PROHAR,KMAF ASSOCIATES LLC DBA,,,,,,,,,afasoldt@ps-wholesale.com,ssilvestro@pshartford.com,TARKETT 22 PIN DISPLAY,ok,615315,RES22PINLTDISP,20210401,99991231,,,,,
PROHAR,KMAF ASSOCIATES LLC DBA,PROSOURCE OF HARTFORD,230 A MURPHY RD,HARTFORD,CT,06114,860,527,3567,afasoldt@ps-wholesale.com,ssilvestro@pshartford.com,TARKETT NEW INTRO DISPLAY,ok,615315,RESBDISP2020ADT,20210401,99991231,,,,,
KCCAHA,KC CARPETS ASSOCIATES INC,KC CARPETS ASSOCIATE,35 LAFAYETTE SQ,HAVERHILL,MA,018324738,978,374,7460,info@kccarpets.net,,TARKETT NEW INTRO DISPLAY,ok,607187,RESBDISP2020ADT,20210401,99991231,,,,,
KCCAHA,KC CARPETS ASSOCIATES INC,,,,,,,,,info@kccarpets.net,,LEXMARK NEW LIVING DISPLA,ok,607187,RES30PINLIVDISP,20210401,99991231,,,,,
SUCAHA,SULLY'S CARPETS,SULLY'S CARPETS,200 MAIN ST STE J,HAVERHILL,MA,01830,603,489,7552,sully872002@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,653957,RESBDISP2020ADT,20210401,99991231,,,,,
SUCAHA,SULLY'S CARPETS,,,,,,,,,sully872002@yahoo.com,,LEXMARK NEW LIVING DISPLA,ok,653957,RES30PINLIVDISP,20210401,99991231,,,,,
MIWAIN,MIKE'S WALK IN CARPET LLC,,,,,,,,,mwalkincarpet7@gmail.com,,LEXMARK NEW LIVING DISPLA,131263,618326,RES30PINLIVDISP,20210401,99991231,,,,,
CARBRO,CARPET BROKERS INC,CARPET BROKERS INC,226 MOHAWK ST,HERKIMER,NY,13350,315,866,4976,carpetbrokersinc@aol.com,,TARKETT NEW INTRO DISPLAY,131263,610708,RESBDISP2020ADT,20210401,99991231,,,,,
CARBRO,CARPET BROKERS INC,,,,,,,,,carpetbrokersinc@aol.com,,LEXMARK NEW LIVING DISPLA,ok,610708,RES30PINLIVDISP,20210401,99991231,,,,,
FIFLHJ,FISHKILL FLOORING INC,,,,,,,,,fishkillfloors@optonline.net,,TARKETT 22 PIN DISPLAY,131263,644987,RES22PINLTDISP,20210401,99991231,557643,NEW ADDRESS,,,
DECHHO,DECORATOR'S CHOICE,,,,,,,,,decochoice@verizon.net,,TARKETT 22 PIN DISPLAY,131263,627418,RES22PINLTDISP,20210401,99991231,,,,,
DECHHO,DECORATOR'S CHOICE,DECORATOR'S CHOICE,37 SENECA ST,HORNELL,NY,14843,607,324,6001,decochoice@verizon.net,,TARKETT NEW INTRO DISPLAY,131263,627418,RESBDISP2020ADT,20210401,99991231,,,,,
CACRNH,CARPET CREATIONS,CARPET CREATIONS,30 LOWELL RD STE 15,HUDSON,NH,030512800,603,886,3411,msbpeters@comcast.net,sito9805@yahoo.com,TARKETT NEW INTRO DISPLAY,131263,607007,RESBDISP2020ADT,20210401,99991231,,,,,
CACRNH,CARPET CREATIONS,,,,,,,,,msbpeters@comcast.net,sito9805@yahoo.com,LEXMARK NEW LIVING DISPLA,ok,607007,RES30PINLIVDISP,20210401,99991231,,,,,
HORIFL,HORIZON FLOORING,,,,,,,,,horizonflooringpro@gmail.com,,LEXMARK NEW LIVING DISPLA,131263,652564,RES30PINLIVDISP,20210401,99991231,,,,,
KTASSO,K.T. ASSOCIATES,,,,,,,,,cdss24@msn.com,,TARKETT 22 PIN DISPLAY,131263,633397,RES22PINLTDISP,20210401,99991231,,,,,
EVUNST,EVERYTHING UNDER FOOT,EVERYTHING UNDER FOO,189 MAIN ST,HUDSON FALLS,NY,128392010,518,798,6799,everythingunderfoot@roadrunner.com,,TARKETT NEW INTRO DISPLAY,131263,636930,RESBDISP2020ADT,20210401,99991231,856735,,,,
VIFLNY,VILLAGE FLOOR & TILE DBA,,,,,,,,,daveamedenfloorcare@gmail.com,,TARKETT 22 PIN DISPLAY,131263,619874,RES22PINLTDISP,20210401,99991231,,,,,
VIFLNY,VILLAGE FLOOR & TILE DBA,VILLAGE FLOOR & TILE,6286 STATE RT 30,INDIAN LAKE,NY,12842,518,648,5717,daveamedenfloorcare@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,619874,RESBDISP2020ADT,20210401,99991231,,,,,
WHKIMI,THE WHOLE KITCHEN INC,THE WHOLE KITCHEN INC. / MILFORD FLOORING,179 RT 16 & 302,INTERVALE,NH,03845,860,346,1923,jim@milfordflooring.com,,TARKETT NEW INTRO DISPLAY,131263,601600,RESBDISP2020ADT,20210401,99991231,,,,,
WHKIMI,THE WHOLE KITCHEN INC,,,,,,,,,jim@milfordflooring.com,,LEXMARK NEW LIVING DISPLA,ok,601600,RES30PINLIVDISP,20210401,99991231,,,,,
BELLET,BELLETETES INC.,,,,,,,,,tlyons@belletetes.com,,TARKETT 22 PIN DISPLAY,131263,632123,RES22PINLTDISP,20210401,99991231,,,,,
BELLET,BELLETETES INC.,BELLETETES INC.,51 PETERBOROUGH ST,JAFFREY,NH,034525865,603,532,7716,tlyons@belletetes.com,,TARKETT NEW INTRO DISPLAY,131263,632123,RESBDISP2020ADT,20210401,99991231,,,,,
HCHINT,H C H INTERIORS INC,,,,,,,,,hch_interiors@yahoo.com,,LEXMARK NEW LIVING DISPLA,131263,608176,RES30PINLIVDISP,20210401,99991231,,,,,
MOFLST,MICHAEL F MORAN DBA,,,,,,,,,moransfloorstore@msn.com,,TARKETT 22 PIN DISPLAY,131263,627291,RES22PINLTDISP,20210401,99991231,,,,,
MOFLST,MICHAEL F MORAN DBA,MORAN'S FLOOR STORE,2206 FOOTE AVE,JAMESTOWN,NY,147019357,716,665,4545,moransfloorstore@msn.com,,TARKETT NEW INTRO DISPLAY,131263,627291,RESBDISP2020ADT,20210401,99991231,,,,,
PICATI,PIAZZAS CARPET &TILE,,,,,,,,,piazza1@windstream.net,,TARKETT 22 PIN DISPLAY,131263,608260,RES22PINLTDISP,20210401,99991231,,,,,
CRFLMA,CREATIVE FLOORS INC,,,,,,,,,creativefloorsinc@verizon.net,,TARKETT 22 PIN DISPLAY,131263,607050,RES22PINLTDISP,20210401,99991231,,,,,
MADEGL,FRED LAFERRIERE'S HOME DECOR,MAYO'S FURNITURE AND,802 RAILROAD STREET,ST. JOHNSBURY,VT,05819,802,748,8725,cdemers77@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,635188,RESBDISP2020ADT,20210401,99991231,,,,,
MADEGL,FRED LAFERRIERE'S HOME DECOR,,,,,,,,,cdemers77@yahoo.com,,LEXMARK NEW LIVING DISPLA,ok,638188,RES30PINLIVDISP,20210401,99991231,,,,,
DOSOFL,DOMENIC & SONS FLOORCOVERING,,,,,,,,,flooring@domenicandsons.com,,TARKETT 22 PIN DISPLAY,ok,621378,RES22PINLTDISP,20210401,99991231,,,,,
GALJOH,THE FLOOR COVERINGS,THE FLOOR COVERINGS,161 E STATE ST,JOHNSTOWN,NY,120952614,518,762,7908,thegalleria@citlink.net,,TARKETT NEW INTRO DISPLAY,131263,627313,RESBDISP2020ADT,20210401,99991231,,,,,
GALJOH,THE FLOOR COVERINGS,,,,,,,,,thegalleria@citlink.net,,LEXMARK NEW LIVING DISPLA,ok,627313,RES30PINLIVDISP,20210401,99991231,,,,,
MONFLO,MONADNOCK FLOORING &,MONADNOCK FLR & DEC,1024 HIGHWAY 12,WESTMORELAND,NH,03467,603,399,4004,monflo@myfairpoint.net,,TARKETT NEW INTRO DISPLAY,131263,621472,RESBDISP2020ADT,20210401,99991231,,,,,
MONFLO,MONADNOCK FLOORING &,,,,,,,,,monflo@myfairpoint.net,,LEXMARK NEW LIVING DISPLA,ok,621472,RES30PINLIVDISP,20210401,99991231,,,,,
SYPASH,SYD'S CARPET & SNOOZE ROOM,SYD'S CPT & SNOOZE,43 SAINT JAMES ST,KEENE,NH,034313674,603,352,4315,,,TARKETT NEW INTRO DISPLAY,131263,607547,RESBDISP2020ADT,20210401,99991231,,,,,
SYPASH,SYD'S CARPET & SNOOZE ROOM,,,,,,,,,,,LEXMARK NEW LIVING DISPLA,ok,607547,RES30PINLIVDISP,20210401,99991231,,,,,
MATRUG,MATSON RUGS INC.,,,,,,,,,,,LEXMARK NEW LIVING DISPLA,ok,624861,RES30PINLIVDISP,20210401,99991231,,,,,
DRDASI,DRD ASSOCIATES INC,,,,,,,,,doug@drdbuildingproducts.com,,TARKETT 22 PIN DISPLAY,131263,647466,RES22PINLTDISP,20210401,99991231,,,,,
ININNH,INTEGRITY INTERIORS,INTEGRITY,91 ROUTE 125,KINGSTON,NH,03848,603,489,6145,ron@integrityinteriorsllc.com,aimee@integrityflooringandinteriors.com,TARKETT NEW INTRO DISPLAY,131263,648212,RESBDISP2020ADT,20210401,99991231,,,,,
ININNH,INTEGRITY INTERIORS,,,,,,,,,ron@integrityinteriorsllc.com,aimee@integrityflooringandinteriors.com,LEXMARK NEW LIVING DISPLA,ok,648212,RES30PINLIVDISP,20210401,99991231,,,,,
DECINT,DECORATIVE INTERIORS,DECORATIVE INTERIORS,370 UNION AVE,LACONIA,NH,03246,603,524,6656,coliver@decorativeinteriors.net,,TARKETT NEW INTRO DISPLAY,131263,607434,RESBDISP2020ADT,20210401,99991231,,,,,
WAEDFL,WATERS EDGE FLOORING,,,,,,,,,info@watersedgeflooring.net,,TARKETT 22 PIN DISPLAY,ok,649266,RES22PINLTDISP,20210401,99991231,,,,,
JUSINT,JUST INTERIORS,,,,,,,,,justinteriors@ymail.com,,LEXMARK NEW LIVING DISPLA,131263,633094,RES30PINLIVDISP,20210401,99991231,,,,,
CARMIL,CARPET MILL,,,,,,,,,jlm@carpetmillusa.com,,LEXMARK NEW LIVING DISPLA,ok,612305,RES30PINLIVDISP,20210401,99991231,,,,,
MOHOIM,MORRISON'S HOME IMPROVEMENT,,,,,,,,,morrisonsimprove@yahoo.com,,TARKETT 22 PIN DISPLAY,131263,652405,RES22PINLTDISP,20210401,99991231,,,,,
ROYFLO,ROYAL FLOORING,,,,,,,,,bob@royalflooring.com,matt@royalflooring.com,LEXMARK NEW LIVING DISPLA,ok,602749,RES30PINLIVDISP,20210401,99991231,,,,,
SHARCA,SHERM ARNOLDS FLOORING & KITCH,SHERM ARNOLDS FLOORN,675 MAIN ST STE 1,LEWISTON,ME,042405872,207,782,0831,denis@shermarnolds.com,tammylebel@shermarnolds.com,TARKETT NEW INTRO DISPLAY,131263,634993,RESBDISP2020ADT,20210401,99991231,,,,,
SHARCA,SHERM ARNOLDS FLOORING & KITCH,,,,,,,,,denis@shermarnolds.com,tammylebel@shermarnolds.com,LEXMARK NEW LIVING DISPLA,ok,634993,RES30PINLIVDISP,20210401,99991231,,,,,
CATSKL,CATSKILL CUSTOM FLOORS,,,,,,,,,,,TARKETT 22 PIN DISPLAY,ok,633604,RES22PINLTDISP,20210401,99991231,,,,,
LIFALL,LITTLE FALLS CARPET,LITTLE FALLS CARPET,556 E MAIN ST,LITTLE FALLS,NY,133651423,315,823,3200,carpetguy37@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,627336,RESBDISP2020ADT,20210401,99991231,,,,,
LIFALL,LITTLE FALLS CARPET,,,,,,,,,carpetguy37@yahoo.com,,LEXMARK NEW LIVING DISPLA,ok,627336,RES30PINLIVDISP,20210401,99991231,,,,,
NORFLO,NORTHEAST FLOORCOVERING,,,,,,,,,bob@northeastfloors.com,townsendfloors@comcast.net,TARKETT 22 PIN DISPLAY,131263,630216,RES22PINLTDISP,20210401,99991231,,,,,
CAWHLI,CARPETS WHOLESALE INC,,,,,,,,,bsposato@sposatoflooring.com,,LEXMARK NEW LIVING DISPLA,ok,608345,RES30PINLIVDISP,20210401,99991231,,,,,
JOYCAR,JOY CARPET CO,JOY CARPET CO,7421 OSWEGO RD,LIVERPOOL,NY,130903309,315,457,5755,joycarpet@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,624005,RESBDISP2020ADT,20210401,99991231,,,,,
JOYCAR,JOY CARPET CO,,,,,,,,,joycarpet@yahoo.com,,LEXMARK NEW LIVING DISPLA,ok,624005,RES30PINLIVDISP,20210401,99991231,,,,,
JDSFLO,JDS FLOORING ASSOCIATES LLC,JDS FLOORING ASSOC.,5 COMMERCE AVE,LONDONDERRY,NH,030534402,603,471,1821,,,TARKETT NEW INTRO DISPLAY,131263,607478,RESBDISP2020ADT,20210401,99991231,,,,,
JDSFLO,JDS FLOORING ASSOCIATES LLC,,,,,,,,,,,LEXMARK NEW LIVING DISPLA,ok,607478,RES30PINLIVDISP,20210401,99991231,,,,,
ROFLLO,ROGGIES' FLOORING CENTER INC,ROGGIES' FLOORING CT,5809 NUMBER FOUR RD,LOWVILLE,NY,13367,315,376,8166,rfc8166@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,610725,RESBDISP2020ADT,20210401,99991231,,,,,
ROFLLO,ROGGIES' FLOORING CENTER INC,,,,,,,,,rfc8166@yahoo.com,,LEXMARK NEW LIVING DISPLA,ok,610725,RES30PINLIVDISP,20210401,99991231,,,,,
MAFLNY,MAHOPAC FLOOR COVERING CORP,,,,,,,,,alrastelli@optonline.net,,TARKETT 22 PIN DISPLAY,ok,617654,RES22PINLTDISP,20210401,99991231,,,,,
AMFLMA,AMERICAN FLOORING,,,,,,,,,americanflooring270@comcast.net,,TARKETT 22 PIN DISPLAY,ok,607393,RES22PINLTDISP,20210401,99991231,,,,,
AMFLMA,AMERICAN FLOORING,AMERICAN FLOORING,270 AMORY STREET #6,MANCHESTER,NH,03102,,,,americanflooring270@comcast.net,,TARKETT NEW INTRO DISPLAY,131263,607393,RESBDISP2020ADT,20210401,99991231,,,,,
CRVIFL,CREATIVE VISION,,,,,,,,,creativevisionfloors@yahoo.com,,TARKETT 22 PIN DISPLAY,131263,607200,RES22PINLTDISP,20210401,99991231,,,,,
CRVIFL,CREATIVE VISION,CREATIVE VISION FLR,749 MAST RD,MANCHESTER,NH,031021539,603,623,7777,creativevisionfloors@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,607200,RESBDISP2020ADT,20210401,99991231,,,,,
VITIVT,VILLAGE TILE LLC,,,,,,,,,orders@villagetile.com,,TARKETT 22 PIN DISPLAY,131263,638236,RES22PINLTDISP,20210401,99991231,841240,,,,
INFLOU,INSERRA'S FLOORING OUTLET,INSERRA'S FLR OUTLET,9225 ROUTE 49,MARCY,NY,13403,,,,inserra3@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,635184,RESBDISP2020ADT,20210401,99991231,,,,,
INFLOU,INSERRA'S FLOORING OUTLET,,,,,,,,,inserra3@yahoo.com,,LEXMARK NEW LIVING DISPLA,ok,635184,RES30PINLIVDISP,20210401,99991231,,,,,
INMEMA,INGRAM MERZ LLC,,,,,,,,,jmerz@carpetspectrum.com,,TARKETT 22 PIN DISPLAY,131263,608130,RES22PINLTDISP,20210401,99991231,,,,,
INMEMA,INGRAM MERZ LLC,INGRAM MERZ LLC / CARPET SPECTRUM OF MARION,3432 PALMYRA RD,MARION,NY,145059710,315,926,5386,jmerz@carpetspectrum.com,,TARKETT NEW INTRO DISPLAY,131263,608130,RESBDISP2020ADT,20210401,99991231,,,,,
BETTER,BETTER FLOORS INC,,,,,,,,,betterfloorinc@gmail.com,bestfloorsolutionsinc@gmail.com,TARKETT 22 PIN DISPLAY,131263,612353,RES22PINLTDISP,20210401,99991231,856756,,,,
BLFLCO,B&L FLOOR COVERING INC,,,,,,,,,gene@bandlfloorcovering.com,,TARKETT 22 PIN DISPLAY,ok,635129,RES22PINLTDISP,20210401,99991231,,,,,
SEFLEA,SELECTION FLOORS LLC,,,,,,,,,selectionfloors@gmail.com,info@selectionfloors.com,TARKETT 22 PIN DISPLAY,ok,647747,RES22PINLTDISP,20210401,99991231,,,,,
ANNIES,ANNIE'S FLOORING AND,,,,,,,,,mindy@anniesflooring.com,,TARKETT 22 PIN DISPLAY,131263,656486,RES22PINLTDISP,20210401,99991231,,,,,
CAMTFL,CARTER MTN FLOORING,,,,,,,,,nhflooringpros@gmail.com,,TARKETT 22 PIN DISPLAY,131263,632847,RES22PINLTDISP,20210401,99991231,,,,,
COSHME,COLOR SHED LLC,COLOR SHED LLC,193A DANIEL WEBSTER HWY,MEREDITH,NH,03253,603,279,6581,cbruning@metrocast.net,,TARKETT NEW INTRO DISPLAY,131263,621417,RESBDISP2020ADT,20210401,99991231,,,,,
COSHME,COLOR SHED LLC,,,,,,,,,cbruning@metrocast.net,,LEXMARK NEW LIVING DISPLA,131263,621417,RES30PINLIVDISP,20210401,99991231,,,,,
ALFLME,ALLSTATE FLOOR COVERINGS LLC,ALLSTATE FLOOR COVER,930 OLD COLONY RD,MERIDEN,CT,06451,203,235,6004,info.allstatefloors@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,647863,RESBDISP2020ADT,20210401,99991231,,,,,
GOFACA,GODFREY FAMILY CARPETS,GODFREY FAMILY CARPE,380 DANIEL WEB HWY10,MERRIMACK,NH,030543171,603,647,0700,patgodfreycarpets@hotmail.com,,TARKETT NEW INTRO DISPLAY,131263,618959,RESBDISP2020ADT,20210401,99991231,,,,,
GOFACA,GODFREY FAMILY CARPETS,,,,,,,,,patgodfreycarpets@hotmail.com,,LEXMARK NEW LIVING DISPLA,131263,618959,RES30PINLIVDISP,20210401,99991231,,,,,
TRROFL,ROBINSON FLOORING,,,,,,,,,timr@robinsonflooringinc.com,saras@robinsonflooringinc.com,TARKETT 22 PIN DISPLAY,131263,616860,RES22PINLTDISP,20210401,99991231,,,,,
COCAPA,ERD CORP. DBA COUNTRYSIDE,ERD CORP. DBA COUNTRYSIDE CARPET & PAINT,16 CREEK RD,MIDDLEBURY,VT,05753,802,388,4050,janice@countrysidecarpetandpaint.com,eric@countrysidecarpetandpaint.com,TARKETT NEW INTRO DISPLAY,ok,624777,RESBDISP2020ADT,20210401,99991231,,,,,
COCAPA,ERD CORP. DBA COUNTRYSIDE,,,,,,,,,janice@countrysidecarpetandpaint.com,eric@countrysidecarpetandpaint.com,LEXMARK NEW LIVING DISPLA,ok,624777,RES30PINLIVDISP,20210401,99991231,,,,,
J&DENT,J&D FLOOR COVERING & MILLWORKS,,,,,,,,,jdfloorcovering@yahoo.com,,TARKETT 22 PIN DISPLAY,ok,635186,RES22PINLTDISP,20210401,99991231,,,,,
J&DENT,J&D FLOOR COVERING & MILLWORKS,J&D FLOOR COVERING &,4088 PEET STREET,MIDDLEPORT,NY,14105,585,205,7036,jdfloorcovering@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,635186,RESBDISP2020ADT,20210401,99991231,,,,,
EDPRFL,EDGE PRO FLOORING,,,,,,,,,edgeproflooring@aol.com,,TARKETT 22 PIN DISPLAY,131263,635120,RES22PINLTDISP,20210401,99991231,,,,,
EDPRFL,EDGE PRO FLOORING,EDGE PRO FLOORING INC,248 SOUTH MAIN ST,MIDDLETON,MA,019492448,603,231,8699,edgeproflooring@aol.com,,TARKETT NEW INTRO DISPLAY,131263,635120,RESBDISP2020ADT,20210401,99991231,,,,,
AMMOTI,AMERICAN MOSAIC TILE,,,,,,,,,,,TARKETT 22 PIN DISPLAY,131263,606928,RES22PINLTDISP,20210401,99991231,,,,,
CAFLMI,CARDOZA FLOORING LLC,CARDOZA FLOORING,318 NASHUA ST,MILFORD,NH,030553763,603,673,2201,info@cardozaflooring.com,lisa@cardozaflooring.com,TARKETT NEW INTRO DISPLAY,ok,612303,RESBDISP2020ADT,20210401,99991231,,,,,
CAFLMI,CARDOZA FLOORING LLC,,,,,,,,,info@cardozaflooring.com,lisa@cardozaflooring.com,LEXMARK NEW LIVING DISPLA,ok,612303,RES30PINLIVDISP,20210401,99991231,,,,,
CARLEO,CAR-LEO FLOOR CVG,,,,,,,,,carleofloorcovering@hotmail.com,,LEXMARK NEW LIVING DISPLA,ok,606995,RES30PINLIVDISP,20210401,99991231,,,,,
JOCASA,JOE'S CARPET SALES,,,,,,,,,joescarpet02@yahoo.com,,TARKETT 22 PIN DISPLAY,131263,626119,RES22PINLTDISP,20210401,99991231,,,,,
POINMI,POCONO INTERIORS,,,,,,,,,poconoin@ptd.net,,TARKETT 22 PIN DISPLAY,131263,607271,RES22PINLTDISP,20210401,99991231,,,,,
PROMIL,FLOOR SHORE INC,,,,,,,,,afasoldt@ps-wholesale.com,lshpak@psmilford.com,LEXMARK NEW LIVING DISPLA,131263,609006,RES30PINLIVDISP,20210401,99991231,,,,,
VAFLMI,"VALUE FLOOR COVERING, INC",,,,,,,,,info@galaxydiscountflooring.com,,TARKETT 22 PIN DISPLAY,131263,637471,RES22PINLTDISP,20210401,99991231,857109,,,,
VAFLMI,"VALUE FLOOR COVERING, INC",VALUE FLOOR COVERING,1770 BOSTON POST RD,MILFORD,CT,064609003,203,693,2911,info@galaxydiscountflooring.com,,TARKETT NEW INTRO DISPLAY,131263,637471,RESBDISP2020ADT,20210401,99991231,857109,,,,
NILFLO,NILES FLOORS,,,,,,,,,nilesfloors@optonline.net,,TARKETT 22 PIN DISPLAY,ok,621898,RES22PINLTDISP,20210401,99991231,,,,,
HLSTEP,H L STEPHENS LTD,,,,,,,,,bstephens@hlstephens.com,,TARKETT 22 PIN DISPLAY,131263,618618,RES22PINLTDISP,20210401,99991231,,,,,
HLSTEP,H L STEPHENS LTD,H.L.STEPHENS,600 S CATHARINE ST,MONTOUR FALLS,NY,148659701,607,535,9568,bstephens@hlstephens.com,,TARKETT NEW INTRO DISPLAY,131263,618618,RESBDISP2020ADT,20210401,99991231,,,,,
HLSTEP,H L STEPHENS LTD,,,,,,,,,bstephens@hlstephens.com,,LEXMARK NEW LIVING DISPLA,ok,618618,RES30PINLIVDISP,20210401,99991231,,,,,
CACIFL,CAPITAL CITY FLOORS,,,,,,,,,pblouin@capitalcityfloorsvt.com,,LEXMARK NEW LIVING DISPLA,ok,626085,RES30PINLIVDISP,20210401,99991231,,,,,
DECABA,DELAIRS CPT BARN,,,,,,,,,info@flooringvt.com,,LEXMARK NEW LIVING DISPLA,ok,635133,RES30PINLIVDISP,20210401,99991231,,,,,
MAZRUG,MAZMANIAN RUG,,,,,,,,,jason@mazmanianflooring.com,,TARKETT 22 PIN DISPLAY,131263,601279,RES22PINLTDISP,20210401,99991231,857110,,,,
ROCACA,ROCA CARPET,,,,,,,,,mikem@rocacarpet.com,,LEXMARK NEW LIVING DISPLA,ok,617694,RES30PINLIVDISP,20210401,99991231,,,,,
CAWORE,THE CARPET WORKROOM &,,,,,,,,,info@carpetworkroom.com,,TARKETT 22 PIN DISPLAY,131263,645280,RES22PINLTDISP,20210401,99991231,857112,,,,
PUSTNE,FREEDOM RESTORATION LLC,,,,,,,,,morencyflooring@gmail.com,,TARKETT 22 PIN DISPLAY,131263,621474,RES22PINLTDISP,20210401,99991231,,,,,
LOFUCA,LOVES FURNITURE & CARPET,LOVES FURNITURE &CPT,224 E UNION ST,NEWARK,NY,145131506,315,331,2063,tlove.lovesfurniture@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,607211,RESBDISP2020ADT,20210401,99991231,,,,,
LOFUCA,LOVES FURNITURE & CARPET,,,,,,,,,tlove.lovesfurniture@gmail.com,,LEXMARK NEW LIVING DISPLA,ok,607211,RES30PINLIVDISP,20210401,99991231,,,,,
GDAFLO,ADAMS FAMILY FLOORS,,,,,,,,,gadamsfamilyfloors@me.com,,TARKETT 22 PIN DISPLAY,ok,621778,RES22PINLTDISP,20210401,99991231,,,,,
BIBODI,123 FLOORS INC,,,,,,,,,lillian@floorsnowoutlet.com,,LEXMARK NEW LIVING DISPLA,131263,616470,RES30PINLIVDISP,20210401,99991231,,,,,
KITVAP,KINGS TV & APPLIANCE,,,,,,,,,kingsappl@myfairpoint.net,,LEXMARK NEW LIVING DISPLA,ok,635191,RES30PINLIVDISP,20210401,99991231,,,,,
LAVBUI,LAVALLEY BLDG SUPPLY,,,,,,,,,bdresser@lavalleys.com,,LEXMARK NEW LIVING DISPLA,131263,635397,RES30PINLIVDISP,20210401,99991231,,,,,
CAMINF,CARPET MILL OUTLET,,,,,,,,,,,TARKETT 22 PIN DISPLAY,131263,601275,RES22PINLTDISP,20210401,99991231,,,,,
CAMINF,CARPET MILL OUTLET,CARPET MILL OUTLET,2941 MILITARY RD,NIAGARA FALLS,NY,14304,716,297,7705,,,TARKETT NEW INTRO DISPLAY,131263,601275,RESBDISP2020ADT,20210401,99991231,,,,,
MOORUG,MOORADIAN RUG CO,MOORADIAN RUG CO,610 56TH ST,NIAGARA FALLS,NY,143042106,716,283,7666,mrc@wny.twcbc.com,,TARKETT NEW INTRO DISPLAY,131263,601297,RESBDISP2020ADT,20210401,99991231,,,,,
MOORUG,MOORADIAN RUG CO,,,,,,,,,mrc@wny.twcbc.com,,LEXMARK NEW LIVING DISPLA,ok,601297,RES30PINLIVDISP,20210401,99991231,,,,,
BRFLIN,BRAUN FLOORING & INTERIORS INC,,,,,,,,,braunfloors@gmail.com,,TARKETT 22 PIN DISPLAY,131263,617691,RES22PINLTDISP,20210401,99991231,556677,NEW ADDRESS,,,
HOFLWO,HOULES FLOORCOVERING CENTER,,,,,,,,,darrell@drlcarpet.com,,TARKETT 22 PIN DISPLAY,131263,612465,RES22PINLTDISP,20210401,99991231,,,,,
PAYFLO,HOSKING HARDWOOD FLOORING INC,,,,,,,,,sales@paylessfloors.com,,TARKETT 22 PIN DISPLAY,131263,601307,RES22PINLTDISP,20210401,99991231,,,,,
REMFLO,REMCO FLOORS,,,,,,,,,remcoflooring@comcast.net,,TARKETT 22 PIN DISPLAY,131263,630424,RES22PINLTDISP,20210401,99991231,,,,,
KAEFLO,KAE FLOORING DBA,KAE FLOORING DBA CARPET SOURCE,4317 BUFFALO ROAD,NORTH CHILI,NY,14514,585,594,3339,carpetsource1@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,627366,RESBDISP2020ADT,20210401,99991231,,,,,
DUDECT,DUMAS DECORATING CENTER,,,,,,,,,dumasdecoratingctr@sbcglobal.net,,LEXMARK NEW LIVING DISPLA,131263,NEW,RES30PINLIVDISP,20210401,99991231,857116,,,,
WHFLNO,WHOLESALE FLOORING,,,,,,,,,wsflooring@comcast.net,,TARKETT 22 PIN DISPLAY,ok,607563,RES22PINLTDISP,20210401,99991231,,,,,
WHFLNO,WHOLESALE FLOORING,WHOLESALE FLOORING,10 LAFAYETTE RD,NORTH HAMPTON,NH,038622401,603,964,8023,wsflooring@comcast.net,,TARKETT NEW INTRO DISPLAY,131263,607563,RESBDISP2020ADT,20210401,99991231,,,,,
